Thermaltake Floe Riing RGB 240 TT Premium Edition CL-W157-PL12SW-A,水冷型 | 120x120x25 mm | 42.3 CFM | 2017-11-22発売
Ainex CC-06B,トップフロー型 | 96x96x25 mm | 45.0 CFM | 2018-07-24発売
Thermaltake UX200 ARGB CL-P065-AL12SW-A,サイドフロー型 | 120x120x25 mm | 43.3 CFM | 2019-10-18発売
Ainex CC-01,トップフロー型 | 96x96x17 mm | 35.0 CFM | 2016-07-12発売
オウルテック 風雅 OWL-CPUC02,サイドフロー型 | 120x120x25 mm | 49.0 CFM | 2019-05-01発売
Intel BXTS13A,
Thermalright Turbo Right 360C,水冷型 | 120x120x25.4 mm | 77.3 CFM | 2019-06-21発売
ASUS TUF Gaming LC 120 RGB,水冷型 | 120x120x25 mm | 67.0 CFM | 2020-08-07発売
Silverstone SST-NT09-115X,トップフロー型 | 92x92x25 mm | 47.0 CFM | 2016-02-17発売
Deepcool GAMER STORM Castle 360 RGB V2 DP-GS-H12AR-CSL360V2,水冷型 | 120x120x25 mm | 69.3 CFM
Cryorig H5 ULTIMATE V2,140x140x25.4 mm | 76.0 CFM | 2017-12-15発売
Thermalright AXP-100 Full Copper,トップフロー型 | 101x108x14 mm | 44.5 CFM | 2018-09-05発売
Be Quiet Shadow Rock TF 2 BK003,トップフロー型 | 135x135x22 mm | 67.8 CFM | 2018-09-18発売
Enermax LIQMAX III ARGB ELC-LMT360-W-ARGB,水冷型 | 120x120x25 mm | 72.1 CFM | 2020-11-14発売
クーラーマスター MasterAir MA410M MAM-T4PN-218PC-R1,サイドフロー型 | 120x120x25 mm | 53.4 CFM | 2018-11-02発売
クーラーマスター MasterAir MA610P MAP-T6PN-218PC-R1,サイドフロー型 | 120x120x25 mm | 53.4 CFM | 2018-05-25発売
Cryorig C7 Cu,トップフロー型 | 92x92x15 mm | 40.5 CFM | 2018-04-20発売
Thermaltake Floe Riing RGB 280 TT Premium Edition CL-W167-PL14SW-A,水冷型 | 140x140x25 mm | 63.2 CFM | 2017-11-22発売
Antec Kuhler H2O K120 RGB,水冷型 | 120x120x25 mm | 77.0 CFM | 2019-07-27発売
Corsair H75 2018 H75 CW-9060035-WW,水冷型 | 120x120x25 mm | 64.0 CFM | 2018-08-11発売
Cryorig C1 V2,トップフロー型 | 140x140x13 mm | 65.0 CFM | 2017-12-15発売
クーラーマスター MasterAir MA620M MAM-D6PN-120PA-R1,サイドフロー型 | 120x120x25 mm | 57.3 CFM | 2019-11-01発売
クーラーマスター MasterAir G100M MAM-G1CN-924PC-R1,トップフロー型 | 100x100x25 mm | 22.6 CFM | 2018-07-27発売
クーラーマスター MasterLiquid ML360 RGB TR4 Edition MLX-D36M-A20PC-T1,水冷型 | 120x120x25 mm | 66.7 CFM | 2019-03-15発売
darkFlash DF-SHADOW-TPRGB,トップフロー型 | 100x100x25 mm | 29.3 CFM | 2019-02-07発売
Cryorig C7 G,トップフロー型 | 92x92x15 mm | 40.5 CFM | 2019-09-28発売
Jonsbo CR-201-RGB-WH,サイドフロー型 | 120x120x25 mm | 40.0 CFM | 2018-06-07発売
Zalman CNPS17X,サイドフロー型 | 140x140x26 mm | 61.0 CFM | 2020-04-03発売
Pccooler GI-D66A,サイドフロー型 | 135x129x53.4 mm | 72.0 CFM
Cryorig H7 Plus,サイドフロー型 | 120x120x25.4 mm | 59.0 CFM | 2018-08-21発売
Zalman CNPS10X OPTIMAII,サイドフロー型 | 120x120x25 mm | 61.5 CFM | 2019-10-25発売
Thermalright ARO-M14,サイドフロー型 | 140x152x26.5 mm | 73.6 CFM | 2018-05-23発売
Antec A30,サイドフロー型 | 92x92x25 mm | 36.0 CFM | 2019-06-22発売
Thermalright TRUE Spirit 140 Direct,140x152x26.5 mm | 73.6 CFM | 2016-11-25発売
Fractal Design Celsius S36 FD-WCU-CELSIUS-S36-BKO,水冷型 | 87.6 CFM | 2019-07-26発売
Antec Kuhler H2O K240 RGB,水冷型 | 120x120x25 mm | 77.0 CFM | 2019-07-27発売
Silverstone IceGem 280 SST-IG280-ARGB,水冷型 | 140x140x25 mm | 99.2 CFM | 2020-11-10発売
Cryorig C7 RGB,トップフロー型 | 92x92x15 mm | 40.5 CFM | 2019-07-20発売
Corsair H100i PRO RGB CW-9060033-WW,水冷型 | 120x120x25 mm | 75.0 CFM | 2018-07-21発売
Silverstone SST-PF360-ARGB,水冷型 | 120x120x25 mm | 94.0 CFM | 2019-08-16発売
Fractal Design Celsius S24 FD-WCU-CELSIUS-S24-BK,水冷型 | 87.6 CFM | 2017-06-09発売
Silverstone IceGem 240P SST-IG240P-ARGB,水冷型 | 120x120x25 mm | 93.4 CFM | 2020-11-10発売
Enermax ETS-N31-02,サイドフロー型 | 92x92x25 mm | 32.8 CFM | 2017-03-11発売
サイズ APSALUS-G6,水冷型 | 120x120x25 mm | 69.1 CFM | 2018-11-22発売
Fractal Design Celsius S24 FD-WCU-CELSIUS-S24-BK,水冷型 | 87.6 CFM | 2017-06-09発売
Silverstone IceGem 240P SST-IG240P-ARGB,水冷型 | 120x120x25 mm | 93.4 CFM | 2020-11-10発売
Enermax ETS-N31-02,サイドフロー型 | 92x92x25 mm | 32.8 CFM | 2017-03-11発売
サイズ APSALUS-G6,水冷型 | 120x120x25 mm | 69.1 CFM | 2018-11-22発売
Be Quiet DARK ROCK 4 BK021,サイドフロー型 | 135x135x22 mm
Thermalright Turbo Right 240C,水冷型 | 120x120x25.4 mm | 77.3 CFM | 2019-06-21発売
ASUS ROG STRIX LC 120 RGB,水冷型 | 120x120x25 mm | 81.0 CFM | 2020-02-14発売
Thermaltake Water 3.0 120 ARGB Sync CL-W232-PL12SW-A,水冷型 | 120x120x25 mm | 56.5 CFM | 2019-06-28発売
Enermax LIQFUSION ELC-LF240-RGB,水冷型 | 120x120x25 mm | 102.2 CFM | 2018-06-29発売
Be Quiet DARK ROCK SLIM BK024,サイドフロー型 | 120x120x23 mm | 2019-08-01発売
Noctua NH-U12S DX-3647,サイドフロー型 | 120x120x25 mm | 2018-01-01発売
クーラーマスター MasterAir MA410P MAP-T4PN-220PC-R1,サイドフロー型 | 120x120x25 mm | 66.7 CFM | 2018-05-25発売
Fractal Design Celsius S36 FD-WCU-CELSIUS-S36-BK,水冷型 | 87.6 CFM | 2017-06-09発売
Thermalright Macho Rev.C,サイドフロー型 | 140x152x26.5 mm | 85.0 CFM | 2019-05-24発売
In Win SR24 IW-LC-SR24,水冷型 | 120x120x26 mm | 101.5 CFM | 2020-07-01発売
Silverstone SST-AR07-V2,サイドフロー型 | 140x140x25 mm | 93.0 CFM
クーラーマスター MasterLiquid 120 MLX-D12M-A20PW-R1,水冷型 | 120x120x25 mm | 66.7 CFM | 2017-09-01発売
Noctua NH-U14S TR4-SP3,サイドフロー型 | 140x150x25 mm
Deepcool THETA 20 PWM DP-ICAS-T20P,トップフロー型 | 100x100x25 mm | 42.8 CFM | 2018-12-21発売
クーラーマスター MasterLiquid ML240P Mirage MLY-D24M-A20PA-R1,水冷型 | 120x120x26 mm | 61.0 CFM | 2019-09-13発売
Silverstone SST-KR02,サイドフロー型 | 92x92x25 mm | 56.1 CFM | 2019-06-27発売
Ainex CC-07AM4,トップフロー型 | 95x95x25 mm | 47.6 CFM | 2019-12-25発売
Thermaltake Floe Riing RGB 360 TR4 Edition CL-W235-PL12SW-A,水冷型 | 120x120x25 mm | 54.4 CFM | 2019-07-26発売
LEPA LPANL12,サイドフロー型 | 2016-11-19発売
Silverstone SST-TD03-RGB,水冷型 | 120x120x25 mm | 83.7 CFM | 2018-12-13発売
COUGAR AQUA 360 CGR-AQUA 360,水冷型 | 120x120x25 mm | 70.6 CFM | 2020-09-10発売
Thermalright Silver Arrow IB-E Extreme Rev.B,サイドフロー型 | 140x152x26.5 mm | 130.0 CFM | 2019-07-26発売
Thermalright TA 120,サイドフロー型 | 120x120x25.4 mm | 77.3 CFM | 2019-06-21発売
Zalman CNPS20X,サイドフロー型 | 140x140x26 mm | 61.0 CFM | 2020-04-03発売
Silverstone SST-AR12-RGB,サイドフロー型 | 120x120x25 mm | 68.9 CFM | 2020-07-14発売
Thermalright TA 140,サイドフロー型 | 140x152x26.5 mm | 85.0 CFM | 2019-06-21発売
Thermalright Macho Direct,サイドフロー型 | 2016-08-16発売
Silverstone SST-AR01-V2.1,サイドフロー型 | 120x120x25 mm | 92.5 CFM
Cryorig C7 V2,92x92x15 mm | 40.5 CFM | 2017-12-15発売
Super Flower NEON 360 SF-LB360,水冷型 | 120x120x25 mm | 46.0 CFM | 2020-11-13発売
Enermax LIQTECH TR4 II ELC-LTTRTO280-TBP,水冷型 | 140x140x25 mm | 80.7 CFM | 2018-11-17発売
Supermicro SNK-P0068PS,
Deepcool GAMER STORM CASTLE 360EX DP-GS-H12W-CSL360EXWH,水冷型 | 120x120x25 mm | 64.4 CFM | 2020-04-17発売
