エレコム ESD-IB0960G,容量 960GB | TLC | 2.5インチ | Serial ATA 6Gb/s | 2019-02-01発売
Silicon Power PCIe Gen3x4 P34A60 SP512GBP34A60M28,容量 512GB | 3D MLC | M.2 (Type2280) | PCI-Express Gen3
Corsair MP400 CSSD-F4000GBMP400,容量 4TB | 3D QLC | M.2 (Type2280) | PCI-Express Gen3
IODATA SSPV-USC960G,容量 960GB | USB | 2020-12-01発売
Plextor M9PY Plus PX-512M9PY +,容量 512GB | 3D TLC | PCI-Express Gen3 | 2020-05-01発売
Intel SSD 660p SSDPEKNW020T8X1,容量 2.048TB | 3D QLC | M.2 (Type2280) | PCI-Express Gen3 | 2018-09-21発売
サムスン 970 EVO Plus MZ-V7S250B/IT,容量 250GB | MLC | M.2 (Type2280) | PCI-Express Gen3 | 2019-02-01発売
Western Digital WD_Black AN1500 NVMe SSD Add-in-Card WDS100T1X0L-00AUJ0,容量 1TB | PCI-Express Gen3
ロジテック LMD-SPA240U3M,容量 240GB | USB | 2020-04-23発売
エレコム ESD-EJ0500GBK,容量 500GB | USB | 2019-12-01発売
ADATA Ultimate SU655 ASU655SS-240GT-C,容量 240GB | 3D MLC | 2.5インチ | Serial ATA 6Gb/s
ロジテック LMD-MPD1024,容量 1.024TB | M.2 (Type2280) | PCI-Express Gen3 | 2019-09-17発売
エレコム ESD-EMN1000GBU,容量 1TB | USB
Corsair MP400 CSSD-F8000GBMP400,容量 8TB | 3D QLC | M.2 (Type2280) | PCI-Express Gen3
キングストン KC600 SSD SKC600/256G,容量 256GB | 3D TLC | 2.5インチ | Serial ATA 6Gb/s | 2019-11-12発売
SanDisk エクストリーム プロ SDSSDE80-500G-J25,容量 500GB | USB | 2019-08-23発売
SanDisk エクストリーム プロ SDSSDE80-1T00-J25,容量 1TB | USB | 2019-09-01発売
IODATA HNSSD-960NV,容量 960GB | USB | 2020-02-01発売
ADATA SV620H ASV620H-960GC31-CTI,容量 960GB | 3D QLC | USB
エレコム ESD-EJ0500GWH,容量 500GB | USB | 2019-12-01発売
