クーラーマスター MasterAir MA410P MAP-T4PN-220PC-R1,サイドフロー型 | 120x120x25 mm | 66.7 CFM | 2018-05-25発売,4300
Cryorig H7 V2,サイドフロー型 | 120x120x25.4 mm | 59.0 CFM | 2017-09-15発売,4792
Deepcool GAMER STORM CASTLE 360EX DP-GS-H12-CSL360EX,水冷型 | 120x120x25 mm | 64.4 CFM | 2020-06-05発売,9980
Enermax LIQMAX III ARGB ELC-LMT240-ARGB,水冷型 | 120x120x25 mm | 72.1 CFM | 2019-10-26発売,7555
Noctua NH-D9L,サイドフロー型 | 92x92x25 mm,8140
Ainex CC-01,トップフロー型 | 96x96x17 mm | 35.0 CFM | 2016-07-12発売,1273
Silverstone IceGem 280 SST-IG280-ARGB,水冷型 | 140x140x25 mm | 99.2 CFM | 2020-11-10発売,21683
ASUS ROG Strix LC 360 RGB White Edition,水冷型 | 120x120x25 mm | 81.0 CFM | 2020-02-14発売,26799
Thermalright Silver Arrow 130,サイドフロー型 | 120x130x25 mm | 85.0 CFM | 2019-06-21発売,8085
Zalman CNPS16X,サイドフロー型 | 120x120x26 mm | 49.0 CFM | 2020-09-18発売,7818
Deepcool GAMMAXX GT V2 DP-MCH4-GMX-GTV2,サイドフロー型 | 120x120x25 mm | 64.5 CFM | 2020-04-24発売,2380
クーラーマスター MasterLiquid ML360 RGB TR4 Edition MLX-D36M-A20PC-T1,水冷型 | 120x120x25 mm | 66.7 CFM | 2019-03-15発売,13728
Thermaltake Contac 9 CL-P049-AL09BL-A,サイドフロー型 | 92x92x25 mm | 40.0 CFM | 2018-07-13発売,1664
Corsair iCUE H100i ELITE CAPELLIX CW-9060046-WW,水冷型 | 120x120x25 mm | 75.0 CFM | 2021-01-30発売,19634
クーラーマスター A71C RR-A71C-18PA-R1,トップフロー型 | 120x120x25 mm | 39.0 CFM | 2020-05-25発売,2480
Deepcool GAMMAXX C40 DP-MCH4-GMX-C40P,サイドフロー型 | 92x92x25 mm | 33.0 CFM,2189
Cryorig H7 Plus,サイドフロー型 | 120x120x25.4 mm | 59.0 CFM | 2018-08-21発売,5893
クーラーマスター MasterLiquid ML240P Mirage MLY-D24M-A20PA-R1,水冷型 | 120x120x26 mm | 61.0 CFM | 2019-09-13発売,16100
Noctua NH-L12S,トップフロー型 | 120x120x15 mm,8657
Corsair iCUE H100i ELITE CAPELLIX CW-9060046-WW,水冷型 | 120x120x25 mm | 75.0 CFM | 2021-01-30発売,19634
Noctua NH-D15S chromax.black,サイドフロー型 | 140x150x25 mm | 2020-12-10発売,14278
サイズ 大手裏剣参 RGB SCBSK-3000R,トップフロー型 | 120x120x17 mm | 50.8 CFM | 2019-11-14発売,4716
Deepcool GAMER STORM Castle 360 RGB V2 DP-GS-H12AR-CSL360V2,水冷型 | 120x120x25 mm | 69.3 CFM,12650
Silverstone SST-PF240W-ARGB,水冷型 | 120x120x25 mm | 94.0 CFM | 2020-12-22発売,14722
Silverstone SST-KR03,サイドフロー型 | 92x92x25 mm | 32.4 CFM | 2020-06-19発売,1980
Cryorig R1 UNIVERSAL V2,サイドフロー型 | 76.0 CFM | 2017-12-15発売,10670
ID-COOLING IS-30,トップフロー型 | 92x92x12 mm | 40.0 CFM | 2019-06-05発売,2579
Ainex CC-07AM4,トップフロー型 | 95x95x25 mm | 47.6 CFM | 2019-12-25発売,1430
サイズ 白虎 弐 AMD専用版 SCBYK-2000A,サイドフロー型 | 92x92x26 mm | 48.9 CFM | 2019-11-14発売,2825
クーラーマスター MasterAir G200P MAP-G2PN-126PC-R1,トップフロー型 | 92x92x15.4 mm | 35.5 CFM | 2020-01-24発売,4280
