ASUS DUAL-GTX1660S-O6G-MINI,GeForce GTX 1660 SUPER | GDDR6 6GB,30300
MSI GeForce RTX 3090 SUPRIM X 24G,GeForce RTX 3090 | GDDR6X 24GB,245800
MSI Radeon RX 6900 XT GAMING X TRIO 16G,Radeon RX 6900 XT | GDDR6 16GB | 2021-02-13発売,174900
玄人志向 GF-GTX1650D6-E4GB/DF3,GeForce GTX 1650 (G6) | GDDR6 4GB | 2020-11-01発売,15378
ASUS TUF-RX6900XT-O16G-GAMING,Radeon RX 6900 XT | GDDR6 16GB | 2021-02-05発売,173800
ASUS GT1030-SL-2G-BRK,GeForce GT 1030 | GDDR5 2GB | 2017-05-27発売,8520
Elsa GeForce GTX 1070 8GB S.A.C GD1070-8GERXS,GeForce GTX 1070 | GDDR5 8GB | 2016-08-20発売,62898
MSI Radeon RX 6800 XT GAMING X TRIO 16G,Radeon RX 6800 XT | GDDR6 16GB,114180
玄人志向 GF-GT1030-E2GB/LP/D5,GeForce GT 1030 | GDDR5 2GB | 2019-03-01発売,8708
ASUS ROG-STRIX-LC-RX6800XT-O16G-GAMING,Radeon RX 6800 XT | GDDR6 16GB | 2021-02-05発売,145253
ギガバイト GV-N3090AORUS M-24GD,GeForce RTX 3090 | GDDR6X 24GB | 2020-10-01発売,228778
ギガバイト GV-N1656D6-4GL,GeForce GTX 1650 (G6) | GDDR6 4GB | 2020-09-01発売,18216
玄人志向 RD-R7-250-E2GB/D5LP,Radeon R7 250 | GDDR5 2GB | 2020-09-01発売,5500
ギガバイト GV-N3060GAMING OC-12GD,GeForce RTX 3060 | GDDR6 12GB | 2021-02-26発売,-
PowerColor Red Devil AMD Radeon RX 6900XT 16GB GDDR6 AXRX 6900XT 16GBD6-3DHE/OC,Radeon RX 6900 XT | GDDR6 16GB | 2021-01-01発売,144980
MSI GeForce GTX 1650 SUPER VENTUS XS OC,GeForce GTX 1650 SUPER | GDDR6 4GB | 2019-11-22発売,22109
ASUS TUF-GTX1660S-O6G-GAMING,GeForce GTX 1660 SUPER | GDDR6 6GB | 2019-11-29発売,29680
MSI GeForce RTX 3070 VENTUS 2X OC,GeForce RTX 3070 | GDDR6 8GB,71280
玄人志向 RD-RX6800-E16GB/TP,Radeon RX 6800 | GDDR6 16GB | 2020-12-01発売,118572
